,Date,Live,Win,Lose
0,2022-10-21 15:32:20,False,1.78,2.07
1,2022-10-21 15:32:42,False,1.78,2.07
2,2022-10-21 15:34:56,False,1.78,2.07
3,2022-10-21 15:35:20,False,1.78,2.07
4,2022-10-21 15:35:44,False,1.78,2.07
5,2022-10-21 15:36:07,False,1.78,2.07
6,2022-10-21 15:36:31,False,1.78,2.07
7,2022-10-21 15:37:02,False,1.78,2.07
8,2022-10-21 15:37:26,False,1.78,2.07
9,2022-10-21 15:37:50,False,1.78,2.07
10,2022-10-21 15:38:16,False,1.78,2.07
11,2022-10-21 15:38:41,False,1.78,2.07
12,2022-10-21 15:39:04,False,1.78,2.07
13,2022-10-21 15:39:31,False,1.78,2.07
14,2022-10-21 15:40:01,False,1.78,2.07
15,2022-10-21 15:40:27,False,1.78,2.07
16,2022-10-21 15:40:54,False,1.78,2.07
17,2022-10-21 15:41:19,False,1.78,2.07
18,2022-10-21 15:41:44,False,1.78,2.07
19,2022-10-21 15:42:08,False,1.78,2.07
20,2022-10-21 15:42:32,False,1.78,2.07
21,2022-10-21 15:42:56,False,1.78,2.07
22,2022-10-21 15:43:22,False,1.78,2.07
23,2022-10-21 15:43:47,False,1.78,2.07
24,2022-10-21 15:44:12,False,1.78,2.07
25,2022-10-21 15:44:36,False,1.78,2.07
26,2022-10-21 15:45:02,False,1.78,2.07
27,2022-10-21 15:45:28,False,1.78,2.07
28,2022-10-21 15:45:53,False,1.78,2.07
29,2022-10-21 15:46:19,False,1.78,2.07
30,2022-10-21 15:46:46,False,1.78,2.07
31,2022-10-21 15:47:11,False,1.78,2.07
32,2022-10-21 15:47:36,False,1.78,2.07
33,2022-10-21 15:48:00,False,1.78,2.07
34,2022-10-21 15:48:25,False,1.78,2.07
35,2022-10-21 15:48:49,False,1.78,2.07
36,2022-10-21 15:49:13,False,1.78,2.07
37,2022-10-21 15:49:38,False,1.78,2.07
38,2022-10-21 15:50:04,False,1.78,2.07
39,2022-10-21 15:50:28,False,1.78,2.07
40,2022-10-21 15:50:52,False,1.78,2.07
41,2022-10-21 15:51:16,False,1.78,2.07
42,2022-10-21 15:51:40,False,1.78,2.07
43,2022-10-21 15:52:04,False,1.78,2.07
44,2022-10-21 16:13:55,False,1.78,2.07
45,2022-10-21 16:14:17,False,1.78,2.07
46,2022-10-21 16:14:38,False,1.78,2.07
47,2022-10-21 16:14:58,False,1.78,2.07
48,2022-10-21 16:15:24,False,1.78,2.07
49,2022-10-21 16:15:44,False,1.78,2.07
50,2022-10-21 16:16:05,False,1.78,2.07
51,2022-10-21 16:16:26,False,1.78,2.07
52,2022-10-21 16:16:48,False,1.78,2.07
53,2022-10-21 16:17:23,False,1.78,2.08
54,2022-10-21 16:17:44,False,1.78,2.08
55,2022-10-21 16:18:05,False,1.78,2.08
56,2022-10-21 16:18:25,False,1.78,2.08
57,2022-10-21 16:18:46,False,1.78,2.08
58,2022-10-21 16:19:07,False,1.78,2.08
59,2022-10-21 16:19:28,False,1.78,2.08
60,2022-10-21 16:19:49,False,1.78,2.08
61,2022-10-21 16:20:11,False,1.78,2.08
62,2022-10-21 16:20:33,False,1.78,2.08
63,2022-10-21 16:20:54,False,1.78,2.08
64,2022-10-21 16:21:17,False,1.78,2.08
65,2022-10-21 16:21:38,False,1.78,2.08
66,2022-10-21 16:21:59,False,1.78,2.08
67,2022-10-21 16:22:20,False,1.78,2.08
68,2022-10-21 16:22:42,False,1.78,2.08
69,2022-10-21 16:23:03,False,1.78,2.08
70,2022-10-21 16:23:25,False,1.78,2.08
71,2022-10-21 16:23:45,False,1.78,2.08
72,2022-10-21 16:24:06,False,1.78,2.08
73,2022-10-21 16:24:27,False,1.78,2.08
74,2022-10-21 16:24:48,False,1.78,2.08
75,2022-10-21 16:25:12,False,1.78,2.08
76,2022-10-21 16:25:34,False,1.78,2.08
77,2022-10-21 16:25:54,False,1.78,2.08
78,2022-10-21 16:26:15,False,1.78,2.08
79,2022-10-21 16:26:36,False,1.78,2.08
80,2022-10-21 16:26:57,False,1.78,2.08
81,2022-10-21 16:27:18,False,1.78,2.08
82,2022-10-21 16:27:38,False,1.78,2.08
83,2022-10-21 16:27:59,False,1.78,2.08
