,Date,Live,Win,Lose
0,2022-10-23 09:27:28,False,1.44,2.6
1,2022-10-23 09:27:48,False,1.44,2.6
2,2022-10-23 09:28:03,False,1.44,2.6
3,2022-10-23 09:28:17,False,1.44,2.6
4,2022-10-23 09:28:34,False,1.44,2.6
5,2022-10-23 09:28:49,False,1.44,2.6
6,2022-10-23 09:29:04,False,1.44,2.6
7,2022-10-23 09:29:19,False,1.44,2.6
8,2022-10-23 09:29:34,False,1.44,2.6
9,2022-10-23 09:29:49,False,1.44,2.6
10,2022-10-23 09:30:04,False,1.44,2.6
11,2022-10-23 09:30:19,False,1.44,2.6
12,2022-10-23 09:30:34,False,1.44,2.6
13,2022-10-23 09:30:49,False,1.44,2.6
14,2022-10-23 09:31:04,False,1.44,2.6
15,2022-10-23 09:31:19,False,1.44,2.6
16,2022-10-23 09:31:33,False,1.44,2.6
17,2022-10-23 09:31:48,False,1.44,2.6
18,2022-10-23 09:32:03,False,1.44,2.6
19,2022-10-23 09:32:18,False,1.44,2.6
20,2022-10-23 09:32:33,False,1.44,2.6
21,2022-10-23 09:32:48,False,1.44,2.6
22,2022-10-23 09:33:03,False,1.44,2.6
23,2022-10-23 09:33:18,False,1.44,2.6
24,2022-10-23 09:33:33,False,1.44,2.6
25,2022-10-23 09:33:48,False,1.44,2.6
26,2022-10-23 09:34:03,False,1.44,2.6
27,2022-10-23 09:34:18,False,1.44,2.6
28,2022-10-23 09:34:33,False,1.44,2.6
29,2022-10-23 09:34:48,False,1.44,2.6
30,2022-10-23 09:35:03,False,1.44,2.6
31,2022-10-23 09:35:19,False,1.44,2.6
32,2022-10-23 09:35:34,False,1.44,2.6
33,2022-10-23 09:35:49,False,1.44,2.6
34,2022-10-23 09:36:04,False,1.44,2.6
35,2022-10-23 09:36:19,False,1.44,2.6
36,2022-10-23 09:36:34,False,1.44,2.6
37,2022-10-23 09:36:49,False,1.44,2.6
38,2022-10-23 09:37:04,False,1.44,2.6
39,2022-10-23 09:37:18,False,1.44,2.6
40,2022-10-23 09:37:33,False,1.44,2.6
41,2022-10-23 09:37:48,False,1.44,2.6
42,2022-10-23 09:38:03,False,1.44,2.6
43,2022-10-23 09:38:18,False,1.44,2.6
44,2022-10-23 09:38:33,False,1.44,2.6
45,2022-10-23 09:38:48,False,1.44,2.6
46,2022-10-23 09:39:02,False,1.44,2.6
47,2022-10-23 09:39:17,False,1.44,2.6
48,2022-10-23 09:39:32,False,1.44,2.6
49,2022-10-23 09:39:47,False,1.44,2.6
50,2022-10-23 09:40:02,False,1.44,2.6
51,2022-10-23 09:40:17,False,1.44,2.6
52,2022-10-23 09:40:32,False,1.44,2.6
53,2022-10-23 09:40:48,False,1.44,2.6
54,2022-10-23 09:41:03,False,1.44,2.6
55,2022-10-23 09:41:18,False,1.44,2.6
56,2022-10-23 09:41:33,False,1.44,2.6
57,2022-10-23 09:41:48,False,1.44,2.6
58,2022-10-23 09:42:03,False,1.44,2.6
59,2022-10-23 09:42:18,False,1.44,2.6
60,2022-10-23 09:42:33,False,1.44,2.6
61,2022-10-23 09:42:48,False,1.44,2.6
62,2022-10-23 09:43:03,False,1.44,2.6
63,2022-10-23 09:43:18,False,1.44,2.6
64,2022-10-23 09:43:33,False,1.44,2.6
65,2022-10-23 09:43:48,False,1.44,2.6
66,2022-10-23 09:44:03,False,1.44,2.6
67,2022-10-23 09:44:18,False,1.44,2.6
68,2022-10-23 09:44:34,False,1.44,2.6
69,2022-10-23 09:44:49,False,1.44,2.6
70,2022-10-23 09:45:04,False,1.44,2.6
71,2022-10-23 09:45:19,False,1.44,2.6
72,2022-10-23 09:45:34,False,1.44,2.6
73,2022-10-23 09:45:49,False,1.44,2.6
74,2022-10-23 09:46:07,False,1.44,2.6
75,2022-10-23 09:46:22,False,1.44,2.6
76,2022-10-23 09:46:38,False,1.44,2.6
77,2022-10-23 09:46:53,False,1.44,2.6
78,2022-10-23 09:47:08,False,1.44,2.6
79,2022-10-23 09:47:23,False,1.44,2.6
80,2022-10-23 09:47:38,False,1.44,2.6
81,2022-10-23 09:47:53,False,1.44,2.6
82,2022-10-23 09:48:08,False,1.44,2.6
83,2022-10-23 09:48:23,False,1.44,2.6
84,2022-10-23 09:48:38,False,1.44,2.6
85,2022-10-23 09:48:53,False,1.44,2.6
86,2022-10-23 09:49:09,False,1.44,2.6
87,2022-10-23 09:49:26,False,1.44,2.6
88,2022-10-23 09:49:42,False,1.44,2.6
89,2022-10-23 09:50:01,False,1.44,2.6
90,2022-10-23 09:50:17,False,1.44,2.6
91,2022-10-23 09:50:32,False,1.44,2.6
92,2022-10-23 09:50:47,False,1.44,2.6
93,2022-10-23 09:51:04,False,1.44,2.6
94,2022-10-23 09:51:20,False,1.44,2.6
95,2022-10-23 09:51:35,False,1.44,2.6
96,2022-10-23 09:51:50,False,1.44,2.6
97,2022-10-23 09:52:57,False,1.44,2.6
98,2022-10-23 09:53:13,False,1.44,2.6
99,2022-10-23 09:53:28,False,1.44,2.6
100,2022-10-23 09:53:43,False,1.44,2.6
101,2022-10-23 09:54:00,False,1.44,2.6
102,2022-10-23 09:54:15,False,1.44,2.6
103,2022-10-23 09:54:30,False,1.44,2.6
104,2022-10-23 09:54:46,False,1.44,2.6
105,2022-10-23 09:55:28,False,1.44,2.6
106,2022-10-23 09:55:44,False,1.44,2.6
107,2022-10-23 09:55:59,False,1.44,2.6
108,2022-10-23 09:56:14,False,1.44,2.6
109,2022-10-23 09:56:30,False,1.44,2.6
110,2022-10-23 09:56:46,False,1.44,2.6
